symbol,side,qty,entry_time,entry_price,exit_time,exit_price,gross_pnl_paise,costs_paise,net_pnl_paise,entry_reason,exit_reason
HDFCBANK,SHORT,49,2025-10-30 11:45:00+05:30,1002.5991,2025-10-30 15:15:00+05:30,998.2494,21314,6450,14864,Supertrend flipped down,intraday square-off
TCS,LONG,16,2025-10-31 09:30:00+05:30,3065.2193,2025-10-31 15:15:00+05:30,3055.0832,-16218,6444,-22662,Supertrend flipped up,intraday square-off
INFY,LONG,33,2025-11-03 11:30:00+05:30,1488.1463,2025-11-03 15:15:00+05:30,1485.0544,-10203,6448,-16651,Supertrend flipped up,intraday square-off
HDFCBANK,LONG,50,2025-11-04 11:30:00+05:30,995.4986,2025-11-04 14:30:00+05:30,986.2816,-46085,6461,-52546,Supertrend flipped up,stop-loss
TCS,LONG,16,2025-11-06 09:30:00+05:30,3009.1025,2025-11-06 12:45:00+05:30,3022.8755,22037,6424,15613,Supertrend flipped up,target
RELIANCE,LONG,33,2025-11-06 09:30:00+05:30,1491.2472,2025-11-06 15:15:00+05:30,1493.1519,6285,6456,-171,Supertrend flipped up,intraday square-off
INFY,LONG,33,2025-11-06 09:30:00+05:30,1477.5431,2025-11-06 15:15:00+05:30,1466.9598,-34925,6429,-41354,Supertrend flipped up,intraday square-off
ICICIBANK,LONG,37,2025-11-07 09:45:00+05:30,1329.1986,2025-11-07 11:15:00+05:30,1335.5263,23412,6460,16952,Supertrend flipped up,target
RELIANCE,SHORT,33,2025-11-07 13:15:00+05:30,1481.5554,2025-11-07 15:15:00+05:30,1477.3431,13901,6442,7459,Supertrend flipped down,intraday square-off
TCS,SHORT,16,2025-11-07 09:30:00+05:30,2972.0081,2025-11-07 15:15:00+05:30,2991.7973,-31663,6398,-38061,Supertrend flipped down,intraday square-off
HDFCBANK,SHORT,51,2025-11-07 09:30:00+05:30,978.3064,2025-11-07 15:15:00+05:30,982.6447,-22125,6480,-28605,Supertrend flipped down,intraday square-off
RELIANCE,SHORT,33,2025-11-11 10:15:00+05:30,1482.955,2025-11-11 14:00:00+05:30,1492.5476,-31656,6446,-38102,Supertrend flipped down,Supertrend flipped up
HDFCBANK,LONG,50,2025-11-11 13:15:00+05:30,987.3461,2025-11-11 14:15:00+05:30,991.4029,20284,6465,13819,Supertrend flipped up,target
INFY,SHORT,32,2025-11-13 09:30:00+05:30,1535.5392,2025-11-13 13:00:00+05:30,1551.4653,-50964,6454,-57418,Supertrend flipped down,Supertrend flipped up
TCS,SHORT,16,2025-11-13 09:45:00+05:30,3110.8665,2025-11-13 15:15:00+05:30,3107.9321,4695,6475,-1780,Supertrend flipped down,intraday square-off
HDFCBANK,SHORT,50,2025-11-13 09:30:00+05:30,985.2044,2025-11-13 15:15:00+05:30,987.2461,-10209,6457,-16666,Supertrend flipped down,intraday square-off
RELIANCE,LONG,32,2025-11-17 09:45:00+05:30,1523.3569,2025-11-17 15:15:00+05:30,1517.5446,-18599,6433,-25032,Supertrend flipped up,intraday square-off
TCS,SHORT,16,2025-11-18 09:30:00+05:30,3086.5738,2025-11-18 15:15:00+05:30,3085.8255,1197,6461,-5264,Supertrend flipped down,intraday square-off
