symbol,side,qty,entry_time,entry_price,exit_time,exit_price,gross_pnl_paise,costs_paise,net_pnl_paise,entry_reason,exit_reason
INFY,LONG,31,2025-12-12 14:00:00+05:30,1593.678,2025-12-12 15:15:00+05:30,1597.9205,13152,6464,6688,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
HDFCBANK,SHORT,50,2025-12-15 10:45:00+05:30,995.7012,2025-12-15 15:15:00+05:30,996.3988,-3488,6476,-9964,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,SHORT,36,2025-12-16 09:30:00+05:30,1357.9925,2025-12-16 10:00:00+05:30,1364.4642,-23298,6444,-29742,"EMA20 crossed below EMA50, price below EMA200",stop-loss
RELIANCE,SHORT,32,2025-12-16 10:30:00+05:30,1540.2378,2025-12-16 12:30:00+05:30,1547.7771,-24126,6458,-30584,"EMA20 crossed below EMA50, price below EMA200",stop-loss
INFY,SHORT,31,2025-12-16 11:00:00+05:30,1587.2237,2025-12-16 12:45:00+05:30,1596.5906,-29037,6455,-35492,"EMA20 crossed below EMA50, price below EMA200",stop-loss
INFY,LONG,31,2025-12-17 11:00:00+05:30,1598.9796,2025-12-17 15:15:00+05:30,1602.6191,11283,6471,4812,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
RELIANCE,LONG,32,2025-12-18 12:30:00+05:30,1551.1652,2025-12-18 14:15:00+05:30,1542.9556,-26271,6461,-32732,"EMA20 crossed above EMA50, price above EMA200",stop-loss
ICICIBANK,LONG,36,2025-12-18 11:30:00+05:30,1367.01,2025-12-18 14:15:00+05:30,1359.0102,-28799,6446,-35245,"EMA20 crossed above EMA50, price above EMA200",stop-loss
ICICIBANK,SHORT,36,2025-12-19 11:00:00+05:30,1355.4932,2025-12-19 15:15:00+05:30,1354.6063,3193,6440,-3247,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,SHORT,36,2025-12-23 12:45:00+05:30,1357.6926,2025-12-23 13:30:00+05:30,1363.0344,-19231,6444,-25675,"EMA20 crossed below EMA50, price below EMA200",stop-loss
ICICIBANK,SHORT,36,2025-12-24 13:30:00+05:30,1360.0918,2025-12-24 15:15:00+05:30,1361.3083,-4379,6446,-10825,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,SHORT,50,2025-12-26 12:30:00+05:30,989.9029,2025-12-26 15:15:00+05:30,992.7978,-14474,6464,-20938,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,LONG,31,2025-12-31 11:45:00+05:30,1565.7696,2025-12-31 15:15:00+05:30,1567.4296,5146,6433,-1287,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
HDFCBANK,LONG,50,2025-12-31 12:30:00+05:30,992.1976,2025-12-31 15:15:00+05:30,990.6027,-7974,6465,-14439,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
ICICIBANK,SHORT,37,2026-01-01 12:00:00+05:30,1340.1978,2026-01-01 15:15:00+05:30,1337.7012,9238,6466,2772,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,LONG,37,2026-01-02 12:15:00+05:30,1350.405,2026-01-02 15:15:00+05:30,1354.5935,15497,6486,9011,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
TCS,SHORT,15,2026-01-05 10:00:00+05:30,3191.5422,2026-01-05 10:00:00+05:30,3212.7288,-31780,6410,-38190,"EMA20 crossed below EMA50, price below EMA200",stop-loss
INFY,SHORT,31,2026-01-05 09:45:00+05:30,1590.7226,2026-01-05 12:15:00+05:30,1605.3243,-45265,6461,-51726,"EMA20 crossed below EMA50, price below EMA200",stop-loss
HDFCBANK,SHORT,50,2026-01-05 10:30:00+05:30,989.4531,2026-01-05 13:45:00+05:30,979.9532,47499,6461,41038,"EMA20 crossed below EMA50, price below EMA200",target
INFY,LONG,30,2026-01-07 10:00:00+05:30,1629.1886,2026-01-07 15:15:00+05:30,1640.7076,34557,6453,28104,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
TCS,SHORT,15,2026-01-08 10:30:00+05:30,3196.3408,2026-01-08 12:15:00+05:30,3225.8399,-44249,6413,-50662,"EMA20 crossed below EMA50, price below EMA200",stop-loss
INFY,SHORT,30,2026-01-08 13:00:00+05:30,1615.5152,2026-01-08 15:15:00+05:30,1613.884,4894,6429,-1535,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,LONG,35,2026-01-12 14:00:00+05:30,1418.2253,2026-01-12 15:15:00+05:30,1410.1768,-28170,6461,-34631,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
RELIANCE,SHORT,34,2026-01-13 09:45:00+05:30,1464.5605,2026-01-13 15:00:00+05:30,1447.3463,58528,6472,52056,"EMA20 crossed below EMA50, price below EMA200",target
HDFCBANK,SHORT,53,2026-01-13 13:15:00+05:30,935.2693,2026-01-13 15:15:00+05:30,938.6315,-17820,6468,-24288,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
INFY,SHORT,31,2026-01-14 13:45:00+05:30,1588.6233,2026-01-14 15:00:00+05:30,1600.3043,-36211,6457,-42668,"EMA20 crossed below EMA50, price below EMA200",stop-loss
TCS,SHORT,15,2026-01-14 11:15:00+05:30,3205.4381,2026-01-14 15:15:00+05:30,3191.8573,20371,6414,13957,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,SHORT,34,2026-01-16 14:15:00+05:30,1457.3627,2026-01-16 15:15:00+05:30,1457.037,1107,6466,-5359,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,SHORT,54,2026-01-21 10:45:00+05:30,923.6228,2026-01-21 15:15:00+05:30,920.426,17263,6478,10785,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,SHORT,35,2026-01-22 11:00:00+05:30,1399.58,2026-01-22 15:15:00+05:30,1401.9204,-8192,6447,-14639,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
TCS,SHORT,15,2026-01-27 11:00:00+05:30,3132.1601,2026-01-27 14:45:00+05:30,3159.2264,-40600,6380,-46980,"EMA20 crossed below EMA50, price below EMA200",stop-loss
TCS,SHORT,15,2026-01-29 10:30:00+05:30,3132.56,2026-01-29 15:15:00+05:30,3145.9435,-20075,6379,-26454,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,SHORT,36,2026-01-30 12:45:00+05:30,1360.7916,2026-01-30 15:15:00+05:30,1356.1067,16866,6445,10421,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,SHORT,36,2026-02-01 13:15:00+05:30,1379.686,2026-02-01 15:15:00+05:30,1350.2049,106132,6465,99667,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
TCS,LONG,15,2026-02-01 13:15:00+05:30,3187.9561,2026-02-01 15:15:00+05:30,3194.0415,9128,6407,2721,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
INFY,LONG,30,2026-02-01 14:00:00+05:30,1656.7969,2026-02-01 15:15:00+05:30,1659.7019,8715,6476,2239,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
INFY,SHORT,30,2026-02-02 11:15:00+05:30,1632.5101,2026-02-02 15:15:00+05:30,1630.389,6363,6445,-82,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,LONG,34,2026-02-03 09:30:00+05:30,1445.6336,2026-02-03 15:15:00+05:30,1434.4695,-37958,6441,-44399,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
ICICIBANK,LONG,35,2026-02-03 09:30:00+05:30,1392.7177,2026-02-03 15:15:00+05:30,1388.6833,-14120,6434,-20554,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
INFY,SHORT,32,2026-02-04 09:45:00+05:30,1558.4323,2026-02-04 11:45:00+05:30,1518.0975,129071,6470,122601,"EMA20 crossed below EMA50, price below EMA200",target
TCS,SHORT,16,2026-02-04 10:00:00+05:30,3050.8845,2026-02-04 15:15:00+05:30,2999.6996,81896,6436,75460,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,LONG,34,2026-02-06 10:45:00+05:30,1446.7339,2026-02-06 12:30:00+05:30,1435.8814,-36899,6443,-43342,"EMA20 crossed above EMA50, price above EMA200",stop-loss
ICICIBANK,LONG,35,2026-02-06 13:45:00+05:30,1404.0211,2026-02-06 15:15:00+05:30,1404.5785,1951,6452,-4501,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
ICICIBANK,LONG,35,2026-02-10 13:00:00+05:30,1402.2205,2026-02-10 15:15:00+05:30,1406.378,14551,6454,8097,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
TCS,SHORT,16,2026-02-11 11:45:00+05:30,2954.1135,2026-02-11 12:45:00+05:30,2927.1295,43174,6384,36790,"EMA20 crossed below EMA50, price below EMA200",target
INFY,SHORT,36,2026-02-18 10:30:00+05:30,1354.8934,2026-02-18 14:15:00+05:30,1375.8023,-75272,6444,-81716,"EMA20 crossed below EMA50, price below EMA200",stop-loss
TCS,SHORT,18,2026-02-18 09:45:00+05:30,2689.7928,2026-02-18 15:15:00+05:30,2695.8085,-10828,6428,-17256,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,SHORT,54,2026-02-18 11:30:00+05:30,921.2236,2026-02-18 15:15:00+05:30,925.3275,-22161,6476,-28637,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
