symbol,side,qty,entry_time,entry_price,exit_time,exit_price,gross_pnl_paise,costs_paise,net_pnl_paise,entry_reason,exit_reason
RELIANCE,SHORT,35,2026-02-19 12:30:00+05:30,1420.9736,2026-02-19 14:45:00+05:30,1411.6385,32673,6471,26202,"EMA20 crossed below EMA50, price below EMA200",target
TCS,SHORT,18,2026-02-19 13:15:00+05:30,2698.8901,2026-02-19 15:15:00+05:30,2676.4027,40477,6431,34046,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,LONG,34,2026-02-23 09:30:00+05:30,1434.0301,2026-02-23 10:45:00+05:30,1421.9134,-41197,6428,-47625,"EMA20 crossed above EMA50, price above EMA200",stop-loss
ICICIBANK,LONG,35,2026-02-23 10:00:00+05:30,1407.9222,2026-02-23 11:15:00+05:30,1399.3755,-29914,6447,-36361,"EMA20 crossed above EMA50, price above EMA200",stop-loss
HDFCBANK,LONG,54,2026-02-23 10:30:00+05:30,922.8268,2026-02-23 15:15:00+05:30,923.8728,5648,6478,-830,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
ICICIBANK,SHORT,35,2026-02-24 09:45:00+05:30,1396.281,2026-02-24 12:45:00+05:30,1387.5188,30668,6441,24227,"EMA20 crossed below EMA50, price below EMA200",target
RELIANCE,SHORT,35,2026-02-24 10:15:00+05:30,1416.7748,2026-02-24 14:00:00+05:30,1427.139,-36275,6470,-42745,"EMA20 crossed below EMA50, price below EMA200",stop-loss
HDFCBANK,SHORT,54,2026-02-24 13:00:00+05:30,914.3256,2026-02-24 15:15:00+05:30,910.7732,19183,6459,12724,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,SHORT,35,2026-02-25 13:30:00+05:30,1409.577,2026-02-25 15:00:00+05:30,1397.1307,43562,6456,37106,"EMA20 crossed below EMA50, price below EMA200",target
ICICIBANK,LONG,35,2026-02-25 12:00:00+05:30,1399.8198,2026-02-25 15:15:00+05:30,1398.9802,-2939,6446,-9385,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
ICICIBANK,SHORT,35,2026-02-27 10:45:00+05:30,1388.7832,2026-02-27 15:15:00+05:30,1378.6135,35594,6431,29163,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
TCS,SHORT,19,2026-03-02 09:30:00+05:30,2602.2191,2026-03-02 15:15:00+05:30,2616.5847,-27295,6465,-33760,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
TCS,SHORT,19,2026-03-06 13:00:00+05:30,2572.8279,2026-03-06 15:15:00+05:30,2560.0678,24244,6441,17803,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
INFY,SHORT,38,2026-03-09 10:00:00+05:30,1290.6127,2026-03-09 11:45:00+05:30,1305.0914,-55019,6452,-61471,"EMA20 crossed below EMA50, price below EMA200",stop-loss
INFY,SHORT,38,2026-03-10 10:00:00+05:30,1296.5109,2026-03-10 15:15:00+05:30,1295.4885,3885,6456,-2571,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,SHORT,38,2026-03-11 11:00:00+05:30,1297.4107,2026-03-11 15:15:00+05:30,1295.7886,6164,6457,-293,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,LONG,35,2026-03-12 13:00:00+05:30,1404.5212,2026-03-12 15:00:00+05:30,1394.6815,-34439,6442,-40881,"EMA20 crossed above EMA50, price above EMA200",EMA20 crossed below EMA50
TCS,LONG,20,2026-03-18 09:30:00+05:30,2461.4382,2026-03-18 15:15:00+05:30,2440.2677,-42341,6443,-48784,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
INFY,LONG,39,2026-03-18 10:00:00+05:30,1272.1815,2026-03-18 15:15:00+05:30,1266.9198,-20521,6462,-26983,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
RELIANCE,SHORT,35,2026-03-19 13:30:00+05:30,1394.7814,2026-03-19 14:45:00+05:30,1380.6357,49510,6438,43072,"EMA20 crossed below EMA50, price below EMA200",target
HDFCBANK,SHORT,62,2026-03-19 09:45:00+05:30,802.4092,2026-03-19 15:15:00+05:30,796.939,33915,6472,27443,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,SHORT,39,2026-03-19 10:15:00+05:30,1260.3218,2026-03-19 15:15:00+05:30,1250.8751,36842,6450,30392,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,SHORT,35,2026-03-23 10:45:00+05:30,1392.782,2026-03-23 13:45:00+05:30,1406.4989,-48009,6442,-54451,"EMA20 crossed below EMA50, price below EMA200",stop-loss
RELIANCE,SHORT,36,2026-03-27 09:45:00+05:30,1381.3855,2026-03-27 11:30:00+05:30,1362.8682,66662,6469,60193,"EMA20 crossed below EMA50, price below EMA200",target
ICICIBANK,SHORT,40,2026-03-27 12:15:00+05:30,1245.7262,2026-03-27 15:00:00+05:30,1233.038,50753,6473,44280,"EMA20 crossed below EMA50, price below EMA200",target
HDFCBANK,SHORT,65,2026-03-27 10:45:00+05:30,760.3718,2026-03-27 15:15:00+05:30,756.6269,24342,6461,17881,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
TCS,LONG,20,2026-04-01 10:00:00+05:30,2463.6389,2026-04-01 13:00:00+05:30,2431.0646,-65149,6438,-71587,"EMA20 crossed above EMA50, price above EMA200",stop-loss
INFY,LONG,38,2026-04-01 10:15:00+05:30,1298.5895,2026-04-01 13:30:00+05:30,1279.269,-73418,6438,-79856,"EMA20 crossed above EMA50, price above EMA200",stop-loss
INFY,SHORT,39,2026-04-02 10:15:00+05:30,1262.821,2026-04-02 13:15:00+05:30,1278.3482,-60556,6460,-67016,"EMA20 crossed below EMA50, price below EMA200",stop-loss
RELIANCE,SHORT,37,2026-04-02 09:45:00+05:30,1343.097,2026-04-02 15:15:00+05:30,1355.6066,-46286,6475,-52761,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
INFY,SHORT,38,2026-04-10 09:30:00+05:30,1300.1098,2026-04-10 15:15:00+05:30,1292.7877,27824,6459,21365,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,SHORT,37,2026-04-13 10:00:00+05:30,1315.3053,2026-04-13 15:15:00+05:30,1315.7946,-1811,6437,-8248,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,LONG,61,2026-04-15 10:15:00+05:30,813.2439,2026-04-15 15:15:00+05:30,808.2075,-30722,6459,-37181,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
HDFCBANK,LONG,62,2026-04-21 10:45:00+05:30,804.7414,2026-04-21 13:30:00+05:30,812.1494,45930,6493,39437,"EMA20 crossed above EMA50, price above EMA200",target
INFY,LONG,37,2026-04-21 11:00:00+05:30,1319.0956,2026-04-21 14:00:00+05:30,1310.1888,-32955,6431,-39386,"EMA20 crossed above EMA50, price above EMA200",stop-loss
RELIANCE,LONG,36,2026-04-22 12:00:00+05:30,1363.909,2026-04-22 15:15:00+05:30,1362.991,-3305,6450,-9755,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
RELIANCE,LONG,37,2026-04-27 13:30:00+05:30,1350.405,2026-04-27 14:45:00+05:30,1365.3796,55406,6497,48909,"EMA20 crossed above EMA50, price above EMA200",target
TCS,SHORT,20,2026-04-28 13:15:00+05:30,2439.168,2026-04-28 15:15:00+05:30,2443.1327,-7929,6441,-14370,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,SHORT,63,2026-04-28 12:45:00+05:30,786.564,2026-04-28 15:15:00+05:30,781.9845,28850,6464,22386,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
INFY,SHORT,43,2026-04-30 09:30:00+05:30,1160.9516,2026-04-30 09:30:00+05:30,1170.1452,-39533,6482,-46015,"EMA20 crossed below EMA50, price below EMA200",stop-loss
TCS,SHORT,20,2026-04-30 11:45:00+05:30,2440.2677,2026-04-30 12:15:00+05:30,2461.0451,-41555,6443,-47998,"EMA20 crossed below EMA50, price below EMA200",stop-loss
TCS,SHORT,20,2026-05-04 10:30:00+05:30,2448.4652,2026-05-04 15:15:00+05:30,2433.2298,30471,6444,24027,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,SHORT,64,2026-05-04 13:45:00+05:30,775.5173,2026-05-04 15:15:00+05:30,779.3837,-24745,6471,-31216,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
INFY,SHORT,42,2026-05-04 13:30:00+05:30,1166.0501,2026-05-04 15:15:00+05:30,1168.3504,-9661,6446,-16107,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
INFY,SHORT,42,2026-05-06 12:45:00+05:30,1169.649,2026-05-06 15:15:00+05:30,1166.6499,12596,6451,6145,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,SHORT,63,2026-05-08 12:00:00+05:30,782.1653,2026-05-08 15:15:00+05:30,781.6844,3029,6456,-3427,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,SHORT,39,2026-05-08 11:30:00+05:30,1264.7205,2026-05-08 15:15:00+05:30,1265.8796,-4521,6458,-10979,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
TCS,SHORT,21,2026-05-12 09:30:00+05:30,2315.0053,2026-05-12 15:15:00+05:30,2299.6897,32163,6431,25732,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
INFY,SHORT,43,2026-05-12 09:30:00+05:30,1138.5583,2026-05-12 15:15:00+05:30,1140.0419,-6379,6446,-12825,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,SHORT,39,2026-05-12 09:30:00+05:30,1250.5247,2026-05-12 15:15:00+05:30,1239.3717,43497,6437,37060,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,LONG,64,2026-05-14 12:15:00+05:30,769.9309,2026-05-14 15:15:00+05:30,768.7693,-7434,6454,-13888,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
TCS,SHORT,22,2026-05-18 09:30:00+05:30,2265.3202,2026-05-18 12:30:00+05:30,2285.5289,-44459,6480,-50939,"EMA20 crossed below EMA50, price below EMA200",stop-loss
ICICIBANK,SHORT,40,2026-05-18 09:30:00+05:30,1237.6286,2026-05-18 13:15:00+05:30,1247.6378,-40037,6468,-46505,"EMA20 crossed below EMA50, price below EMA200",stop-loss
HDFCBANK,LONG,64,2026-05-18 13:30:00+05:30,773.0819,2026-05-18 14:30:00+05:30,765.79,-46668,6450,-53118,"EMA20 crossed above EMA50, price above EMA200",stop-loss
HDFCBANK,SHORT,65,2026-05-19 11:15:00+05:30,766.7199,2026-05-19 12:30:00+05:30,770.6311,-25423,6479,-31902,"EMA20 crossed below EMA50, price below EMA200",EMA20 crossed above EMA50
ICICIBANK,SHORT,40,2026-05-19 10:00:00+05:30,1236.5289,2026-05-19 12:45:00+05:30,1247.2523,-42893,6467,-49360,"EMA20 crossed below EMA50, price below EMA200",stop-loss
TCS,SHORT,21,2026-05-21 12:30:00+05:30,2316.2049,2026-05-21 14:45:00+05:30,2331.1553,-31396,6436,-37832,"EMA20 crossed below EMA50, price below EMA200",stop-loss
TCS,SHORT,21,2026-05-22 13:30:00+05:30,2319.7039,2026-05-22 15:15:00+05:30,2317.0949,5479,6438,-959,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,LONG,64,2026-05-22 10:00:00+05:30,770.131,2026-05-22 15:15:00+05:30,766.47,-23430,6450,-29880,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
HDFCBANK,SHORT,65,2026-05-27 09:45:00+05:30,765.6702,2026-05-27 15:15:00+05:30,759.7779,38300,6472,31828,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
TCS,LONG,21,2026-05-29 10:00:00+05:30,2324.5972,2026-05-29 11:30:00+05:30,2303.0945,-45156,6428,-51584,"EMA20 crossed above EMA50, price above EMA200",stop-loss
INFY,LONG,41,2026-05-29 10:00:00+05:30,1206.0617,2026-05-29 13:45:00+05:30,1191.6921,-58916,6445,-65361,"EMA20 crossed above EMA50, price above EMA200",stop-loss
TCS,LONG,21,2026-06-01 10:15:00+05:30,2308.4923,2026-06-01 15:15:00+05:30,2296.011,-26211,6421,-32632,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
TCS,SHORT,22,2026-06-03 10:45:00+05:30,2256.8228,2026-06-03 15:15:00+05:30,2241.5723,33551,6466,27085,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,SHORT,66,2026-06-05 13:45:00+05:30,746.8759,2026-06-05 15:15:00+05:30,747.6742,-5269,6457,-11726,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
ICICIBANK,SHORT,40,2026-06-08 11:30:00+05:30,1245.5262,2026-06-08 15:15:00+05:30,1250.275,-18995,6479,-25474,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
RELIANCE,SHORT,39,2026-06-10 13:15:00+05:30,1268.4194,2026-06-10 15:15:00+05:30,1259.0776,36433,6461,29972,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
TCS,SHORT,22,2026-06-18 12:30:00+05:30,2189.443,2026-06-18 15:00:00+05:30,2206.4483,-37412,6421,-43833,"EMA20 crossed below EMA50, price below EMA200",stop-loss
RELIANCE,SHORT,38,2026-06-19 14:30:00+05:30,1306.6079,2026-06-19 14:30:00+05:30,1318.8727,-46606,6472,-53078,"EMA20 crossed below EMA50, price below EMA200",stop-loss
HDFCBANK,LONG,63,2026-06-22 14:00:00+05:30,788.8866,2026-06-22 15:15:00+05:30,786.414,-15577,6468,-22045,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
HDFCBANK,SHORT,64,2026-06-23 12:30:00+05:30,778.9163,2026-06-23 15:15:00+05:30,775.4826,21976,6475,15501,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
HDFCBANK,LONG,63,2026-06-24 11:45:00+05:30,791.3873,2026-06-24 15:15:00+05:30,792.2123,5197,6480,-1283,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
ICICIBANK,LONG,36,2026-06-24 10:15:00+05:30,1369.4107,2026-06-24 15:15:00+05:30,1371.9883,9279,6460,2819,"EMA20 crossed above EMA50, price above EMA200",intraday square-off
RELIANCE,LONG,37,2026-06-25 10:30:00+05:30,1324.7973,2026-06-25 14:30:00+05:30,1315.2491,-35329,6439,-41768,"EMA20 crossed above EMA50, price above EMA200",stop-loss
INFY,SHORT,47,2026-06-25 13:45:00+05:30,1047.5856,2026-06-25 15:15:00+05:30,1040.5121,33246,6453,26793,"EMA20 crossed below EMA50, price below EMA200",intraday square-off
TCS,SHORT,24,2026-06-29 09:45:00+05:30,2079.7759,2026-06-29 15:00:00+05:30,2100.0714,-48709,6483,-55192,"EMA20 crossed below EMA50, price below EMA200",stop-loss
